,date,day,hour,month,time_of_day,is_weekend,season,is_holiday,city,temp,wspd,rhum,pres,appliance,usage,outlier
0,2018-01-01 06:00:00+00:00,2018-01-01,14.5,January,Morning,False,Winter,True,austin,-2.522222222222222,12.9,56.611111111111114,1040.4388888888889,grid,1.1294259811666665,0.0
1,2018-01-02 00:00:00+00:00,2018-01-02,11.5,January,Night,False,Winter,False,austin,-1.4541666666666666,8.716666666666667,51.958333333333336,1036.9541666666667,grid,1.27224039475,0.0
2,2018-01-03 00:00:00+00:00,2018-01-03,11.521739130434783,January,Night,False,Winter,False,austin,0.7782608695652175,6.017391304347826,64.0,1032.9739130434784,grid,0.6979012681521739,0.0
3,2018-01-04 00:00:00+00:00,2018-01-04,11.818181818181818,January,Night,False,Winter,False,austin,5.827272727272727,3.690909090909091,53.31818181818182,1028.459090909091,grid,0.47077225381818183,0.0
4,2018-01-05 00:00:00+00:00,2018-01-05,12.15,January,Night,False,Winter,False,austin,10.495000000000001,4.37,40.0,1027.775,grid,0.230821874925,0.0
5,2018-01-06 00:00:00+00:00,2018-01-06,11.722222222222221,January,Night,True,Winter,False,austin,10.93888888888889,4.111111111111111,62.05555555555556,1026.5166666666667,grid,0.5317728210833333,0.0
6,2018-01-07 00:00:00+00:00,2018-01-07,11.5,January,Night,True,Winter,False,austin,15.020833333333334,9.316666666666666,78.75,1019.0291666666667,grid,0.768063330375,0.0
7,2018-01-08 00:00:00+00:00,2018-01-08,11.5,January,Night,False,Winter,False,austin,15.095833333333333,10.608333333333333,55.208333333333336,1018.025,grid,0.1272033515,0.0
8,2018-01-09 00:00:00+00:00,2018-01-09,11.5,January,Night,False,Winter,False,austin,11.270833333333334,2.9916666666666667,59.041666666666664,1020.6166666666667,grid,0.257479676125,0.0
9,2018-01-10 00:00:00+00:00,2018-01-10,11.5,January,Night,False,Winter,False,austin,13.079166666666667,9.225,72.625,1014.3958333333334,grid,0.5266467013333334,0.0
10,2018-01-11 00:00:00+00:00,2018-01-11,11.5,January,Night,False,Winter,False,austin,16.25,10.741666666666667,73.41666666666667,1009.0041666666666,grid,0.31332161464583336,0.0
11,2018-01-12 00:00:00+00:00,2018-01-12,11.5,January,Night,False,Winter,False,austin,6.895833333333333,15.4,32.375,1024.2166666666667,grid,0.3072534722291667,0.0
12,2018-01-13 00:00:00+00:00,2018-01-13,11.5,January,Night,True,Winter,False,austin,5.395833333333333,7.133333333333333,34.333333333333336,1032.6208333333332,grid,0.3715425347291667,0.0
13,2018-01-14 00:00:00+00:00,2018-01-14,11.521739130434783,January,Night,True,Winter,False,austin,6.160869565217391,4.3826086956521735,46.56521739130435,1033.4565217391305,grid,0.3235679347826087,0.0
14,2018-01-15 00:00:00+00:00,2018-01-15,11.45,January,Night,False,Winter,True,austin,11.875,4.68,66.1,1027.0700000000002,grid,0.508918750025,0.0
15,2018-01-16 00:00:00+00:00,2018-01-16,11.5,January,Night,False,Winter,False,austin,2.2625,17.3625,62.166666666666664,1035.5416666666667,grid,1.0928385764375002,0.0
16,2018-01-17 00:00:00+00:00,2018-01-17,11.5,January,Night,False,Winter,False,austin,-2.8041666666666667,8.825000000000001,41.0,1041.7458333333334,grid,0.6443525,0.0
17,2018-01-18 00:00:00+00:00,2018-01-18,13.6,January,Night,False,Winter,False,austin,1.9733333333333334,5.1066666666666665,39.53333333333333,1034.76,grid,0.7358233333333334,0.0
18,2018-01-19 00:00:00+00:00,2018-01-19,11.095238095238095,January,Night,False,Winter,False,austin,6.6571428571428575,3.0571428571428574,52.42857142857143,1026.0809523809523,grid,0.8948571428571429,0.0
19,2018-01-20 00:00:00+00:00,2018-01-20,12.714285714285714,January,Night,True,Winter,False,austin,13.523809523809524,7.847619047619048,87.38095238095238,1017.6619047619048,grid,0.5829099999999999,0.0
20,2018-01-21 00:00:00+00:00,2018-01-21,11.5,January,Night,True,Winter,False,austin,17.683333333333334,8.583333333333334,87.70833333333333,1013.275,grid,0.7285420833333333,0.0
21,2018-01-22 00:00:00+00:00,2018-01-22,11.5,January,Night,False,Winter,False,austin,15.391666666666666,9.237499999999999,53.083333333333336,1015.7666666666668,grid,0.12902041666666667,0.0
22,2018-01-23 00:00:00+00:00,2018-01-23,11.5,January,Night,False,Winter,False,austin,10.645833333333334,6.516666666666667,34.083333333333336,1023.6833333333334,grid,0.3315770833333333,0.0
23,2018-01-24 00:00:00+00:00,2018-01-24,11.5,January,Night,False,Winter,False,austin,9.541666666666666,3.816666666666667,42.416666666666664,1029.7791666666667,grid,0.22297614795833334,0.0
24,2018-01-25 00:00:00+00:00,2018-01-25,12.0,January,Night,False,Winter,False,austin,9.314285714285713,4.333333333333333,49.38095238095238,1030.161904761905,grid,0.2670390476190476,0.0
25,2018-01-26 00:00:00+00:00,2018-01-26,11.409090909090908,January,Night,False,Winter,False,austin,13.581818181818182,7.754545454545454,64.5909090909091,1024.2772727272727,grid,0.6837477272727273,0.0
26,2018-01-27 00:00:00+00:00,2018-01-27,11.409090909090908,January,Night,True,Winter,False,austin,18.027272727272727,7.3090909090909095,84.31818181818181,1020.8681818181817,grid,0.6400368181818181,0.0
27,2018-01-28 00:00:00+00:00,2018-01-28,11.5,January,Night,True,Winter,False,austin,15.6,10.791666666666666,56.333333333333336,1024.4750000000001,grid,0.2515093403125,0.0
28,2018-01-29 00:00:00+00:00,2018-01-29,11.5,January,Night,False,Winter,False,austin,12.641666666666666,8.35,41.0,1030.1458333333333,grid,0.165008854125,0.0
29,2018-01-30 00:00:00+00:00,2018-01-30,11.904761904761905,January,Night,False,Winter,False,austin,10.738095238095237,6.504761904761905,38.19047619047619,1031.7285714285713,grid,0.21659285714285714,0.0
30,2018-01-31 00:00:00+00:00,2018-01-31,11.5,January,Night,False,Winter,False,austin,13.1875,8.85,59.583333333333336,1021.6041666666666,grid,0.21015171875000002,0.0
31,2018-02-01 00:00:00+00:00,2018-02-01,11.5,February,Night,False,Winter,False,austin,17.054166666666667,9.145833333333334,62.625,1015.0583333333334,grid,0.32192013891666665,0.0
32,2018-02-02 00:00:00+00:00,2018-02-02,11.5,February,Night,False,Winter,False,austin,11.950000000000001,12.595833333333333,39.125,1027.6499999999999,grid,0.35777925345833334,0.0
33,2018-02-03 00:00:00+00:00,2018-02-03,11.5,February,Night,True,Winter,False,austin,10.362499999999999,9.441666666666666,63.625,1022.3458333333333,grid,0.8015770833333334,0.0
34,2018-02-04 00:00:00+00:00,2018-02-04,11.5,February,Night,True,Winter,False,austin,13.0375,4.0,81.41666666666667,1013.1458333333334,grid,0.16369125,0.0
35,2018-02-05 00:00:00+00:00,2018-02-05,11.173913043478262,February,Night,False,Winter,False,austin,8.886956521739132,8.960869565217392,63.608695652173914,1021.1434782608695,grid,0.5599913043478261,0.0
36,2018-02-06 00:00:00+00:00,2018-02-06,11.5,February,Night,False,Winter,False,austin,10.299999999999999,6.5874999999999995,84.08333333333333,1018.4125,grid,0.91333125,0.0
37,2018-02-07 00:00:00+00:00,2018-02-07,11.5,February,Night,False,Winter,False,austin,4.8875,13.075000000000001,77.95833333333333,1024.7916666666667,grid,0.75061875,0.0
38,2018-02-08 00:00:00+00:00,2018-02-08,11.5,February,Night,False,Winter,False,austin,6.508333333333333,7.6000000000000005,63.666666666666664,1030.5041666666666,grid,0.38589333333333337,0.0
